;authors;article_url;doi;volume_name;volume_date;volume_url;year;keywords
31;['Coşkun, Sevgi'];https://www.sciencedirect.com/science/article/pii/S0164070422000489;https://doi.org/10.1016/j.jmacro.2022.103452;Volume 74 ;December 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/74/suppl/C;2022;['informal', 'employment', 'business', 'cycles', 'emerging', 'market', 'economies']
32;['Hinterlang, Natascha', 'Hollmayr, Josef'];https://www.sciencedirect.com/science/article/pii/S0164070422000623;https://doi.org/10.1016/j.jmacro.2022.103469;Volume 74 ;December 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/74/suppl/C;2022;['classification', 'monetary', 'fiscal', 'dominance', 'regimes', 'using', 'machine', 'learning', 'techniques']
33;['Fiorelli, Cristiana', 'Giannini, Massimo', 'Martini, Barbara'];https://www.sciencedirect.com/science/article/pii/S0164070422000635;https://doi.org/10.1016/j.jmacro.2022.103470;Volume 74 ;December 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/74/suppl/C;2022;['private', 'public', 'risk', 'sharing', 'across', 'italian', 'regions']
34;['Ferré, Montserrat', 'Manzano, Carolina'];https://www.sciencedirect.com/science/article/pii/S0164070422000647;https://doi.org/10.1016/j.jmacro.2022.103471;Volume 74 ;December 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/74/suppl/C;2022;['macroeconomic', 'impact', 'radical', 'right', 'populist', 'parties', 'government']
35;['Kim, Myunghyun', 'Song, Sang-yoon'];https://www.sciencedirect.com/science/article/pii/S0164070422000660;https://doi.org/10.1016/j.jmacro.2022.103473;Volume 74 ;December 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/74/suppl/C;2022;['effects', 'monetary', 'policy', 'consumption', 'workers', 'vs.', 'retirees']
36;['Le Riche, Antoine'];https://www.sciencedirect.com/science/article/pii/S0164070422000283;https://doi.org/10.1016/j.jmacro.2022.103428;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['balanced-budget', 'fiscal', 'rules', 'money', 'growth', 'pegging']
37;['Ferreira, Leonardo N.'];https://www.sciencedirect.com/science/article/pii/S0164070422000246;https://doi.org/10.1016/j.jmacro.2022.103423;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['forward', 'guidance', 'matters', 'disentangling', 'monetary', 'policy', 'shocks']
38;['Sáenz, Luis Felipe'];https://www.sciencedirect.com/science/article/pii/S0164070422000271;https://doi.org/10.1016/j.jmacro.2022.103429;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['time-varying', 'capital', 'intensities', 'hump-shaped', 'evolution', 'economic', 'activity', 'manufacturing']
39;['Hankins, William B.', 'Cheng, Chak Hung Jack', 'Stone, Anna-Leigh'];https://www.sciencedirect.com/science/article/pii/S016407042200026X;https://doi.org/10.1016/j.jmacro.2022.103426;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['impact', 'uncertainty', 'shocks', 'state-level', 'employment']
40;['Lim, Sokchea', 'Khun, Channary'];https://www.sciencedirect.com/science/article/pii/S0164070422000404;https://doi.org/10.1016/j.jmacro.2022.103443;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['macroeconomic', 'impacts', 'remittances', 'two-country', 'two-sector', 'model']
41;['Özmen, M. Utku', 'Tuğan, Mustafa'];https://www.sciencedirect.com/science/article/pii/S0164070422000386;https://doi.org/10.1016/j.jmacro.2022.103439;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['heterogeneity', 'sectoral', 'price', 'quantity', 'responses', 'shocks', 'monetary', 'policy']
42;['Brouwer, Nils', 'de Haan, Jakob'];https://www.sciencedirect.com/science/article/pii/S0164070422000295;https://doi.org/10.1016/j.jmacro.2022.103430;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['impact', 'providing', 'information', 'ecb', '’', 'instruments', 'inflation', 'expectations', 'trust', 'ecb', 'experimental', 'evidence']
43;['Cone, Thomas E.'];https://www.sciencedirect.com/science/article/pii/S0164070422000398;https://doi.org/10.1016/j.jmacro.2022.103441;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['learning', 'unobserved', 'regimes']
44;"['Di Bartolomeo, Giovanni', ""D'Imperio, Paolo"", 'Felici, Francesco']";https://www.sciencedirect.com/science/article/pii/S0164070422000441;https://doi.org/10.1016/j.jmacro.2022.103447;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['fiscal', 'response', 'italian', 'covid-19', 'crisis', 'counterfactual', 'analysis']
45;['Cavallari, Lilia'];https://www.sciencedirect.com/science/article/pii/S0164070422000428;https://doi.org/10.1016/j.jmacro.2022.103445;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['international', 'real', 'business', 'cycle', 'demand', 'matters']
46;['Chanda, Areendam', 'Cook, C. Justin'];https://www.sciencedirect.com/science/article/pii/S0164070422000374;https://doi.org/10.1016/j.jmacro.2022.103438;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['india', '’', 'demonetization', 'redistributive', 'insights', 'satellites', 'surveys']
47;['Kopecky, Joseph'];https://www.sciencedirect.com/science/article/pii/S0164070422000416;https://doi.org/10.1016/j.jmacro.2022.103444;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['age', 'austerity', 'population', 'age', 'structure', 'fiscal', 'consolidation', 'multipliers']
48;['Kang, Jihye', 'Kim, Soyoung'];https://www.sciencedirect.com/science/article/pii/S016407042200043X;https://doi.org/10.1016/j.jmacro.2022.103446;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['government', 'spending', 'news', 'surprise', 'shocks', '’', 'timing', 'persistence']
49;['Fratianni, Michele', 'Gallegati, Marco', 'Giri, Federico'];https://www.sciencedirect.com/science/article/pii/S0164070422000465;https://doi.org/10.1016/j.jmacro.2022.103450;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['medium-run', 'phillips', 'curve', 'time–frequency', 'investigation', 'uk']
50;['Peng, Yulei', 'Zervou, Anastasia'];https://www.sciencedirect.com/science/article/pii/S0164070422000453;https://doi.org/10.1016/j.jmacro.2022.103448;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['monetary', 'policy', 'rules', 'equity', 'premium', 'segmented', 'markets', 'model']
51;['Kohlbrecher, Britta', 'Merkl, Christian'];https://www.sciencedirect.com/science/article/pii/S0164070422000520;https://doi.org/10.1016/j.jmacro.2022.103458;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['business', 'cycle', 'asymmetries', 'labor', 'market']
52;['Jeong, Jaehun', 'Shim, Myungkyu'];https://www.sciencedirect.com/science/article/pii/S0164070422000519;https://doi.org/10.1016/j.jmacro.2022.103456;Volume 73 ;September 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/73/suppl/C;2022;['welfare', 'cost', 'business', 'cycles', 'role', 'labor-market', 'heterogeneity']
53;['Waki, Yuichiro'];https://www.sciencedirect.com/science/article/pii/S0164070422000222;https://doi.org/10.1016/j.jmacro.2022.103421;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['cautionary', 'note', 'linear', 'aggregation', 'macroeconomic', 'models', 'rince', 'preferences']
54;['Das, Sonali', 'Magistretti, Giacomo', 'Pugacheva, Evgenia', 'Wingender, Philippe'];https://www.sciencedirect.com/science/article/pii/S0164070422000234;https://doi.org/10.1016/j.jmacro.2022.103422;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['sectoral', 'spillovers', 'across', 'space', 'time']
55;['Zhang, Haiping'];https://www.sciencedirect.com/science/article/pii/S0164070422000258;https://doi.org/10.1016/j.jmacro.2022.103425;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['upstream', 'financial', 'flows', 'intangible', 'investment', 'allocative', 'efficiency']
56;['Gai, Prasanna', 'Tong, Eric'];https://www.sciencedirect.com/science/article/pii/S0164070422000052;https://doi.org/10.1016/j.jmacro.2022.103401;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['information', 'spillovers', 'us', 'monetary', 'policy']
57;['Chu, Angus C.', 'Furukawa, Yuichi', 'Wang, Xilin'];https://www.sciencedirect.com/science/article/pii/S0164070422000039;https://doi.org/10.1016/j.jmacro.2022.103399;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['rent-seeking', 'government', 'endogenous', 'takeoff', 'schumpeterian', 'economy']
58;['Germaschewski, Yin', 'Wang, Shu-Ling'];https://www.sciencedirect.com/science/article/pii/S0164070422000027;https://doi.org/10.1016/j.jmacro.2022.103398;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['fiscal', 'stabilization', 'high-debt', 'economies', 'without', 'monetary', 'independence']
59;['Shoji, Toshiaki'];https://www.sciencedirect.com/science/article/pii/S0164070422000040;https://doi.org/10.1016/j.jmacro.2022.103400;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['menu', 'costs', 'information', 'rigidity', 'evidence', 'consumption', 'tax', 'hike', 'japan']
60;['Inaba, Masaru', 'Nutahara, Kengo', 'Shirai, Daichi'];https://www.sciencedirect.com/science/article/pii/S0164070422000064;https://doi.org/10.1016/j.jmacro.2022.103402;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['drives', 'fluctuations', 'labor', 'wedge', 'business', 'cycles', 'evidence', 'japan']
61;['Alba, Carlos', 'McKnight, Stephen'];https://www.sciencedirect.com/science/article/pii/S0164070422000143;https://doi.org/10.1016/j.jmacro.2022.103411;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['laffer', 'curves', 'emerging', 'market', 'economies', 'role', 'informality']
62;['Futagami, Koichi', 'Sunaga, Miho'];https://www.sciencedirect.com/science/article/pii/S0164070422000179;https://doi.org/10.1016/j.jmacro.2022.103415;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['risk', 'aversion', 'longevity', 'overlapping', 'generations', 'model']
63;['Blotevogel, Robert', 'Imamoglu, Eslem', 'Moriyama, Kenji', 'Sarr, Babacar'];https://www.sciencedirect.com/science/article/pii/S0164070422000167;https://doi.org/10.1016/j.jmacro.2022.103413;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['income', 'inequality', 'measures', 'economic', 'growth', 'channels']
64;['Sriket, Hongsilp', 'Suen, Richard M.H.'];https://www.sciencedirect.com/science/article/pii/S0164070422000180;https://doi.org/10.1016/j.jmacro.2022.103416;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['sources', 'economic', 'growth', 'models', 'non-renewable', 'resources']
65;['Bettoni, Luis G.', 'Santos, Marcelo R.'];https://www.sciencedirect.com/science/article/pii/S0164070422000209;https://doi.org/10.1016/j.jmacro.2022.103418;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['public', 'sector', 'employment', 'aggregate', 'fluctuations']
66;['Corrado, Luisa', 'Silgado-Gómez, Edgar', 'Yoo, Donghoon', 'Waldmann, Robert'];https://www.sciencedirect.com/science/article/pii/S0164070422000155;https://doi.org/10.1016/j.jmacro.2022.103412;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['ambiguous', 'economic', 'news', 'heterogeneity', 'explains', 'asymmetric', 'consumption', 'responses']
67;['Carrillo, Julio A.', 'Peersman, Gert', 'Wauters, Joris'];https://www.sciencedirect.com/science/article/pii/S0164070422000192;https://doi.org/10.1016/j.jmacro.2022.103417;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['endogenous', 'wage', 'indexation', 'aggregate', 'shocks']
68;['Crane, Leland D.', 'Decker, Ryan A.', 'Flaaen, Aaron', 'Hamins-Puertolas, Adrian', 'Kurz, Christopher'];https://www.sciencedirect.com/science/article/pii/S0164070422000210;https://doi.org/10.1016/j.jmacro.2022.103419;Volume 72 ;June 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/72/suppl/C;2022;['business', 'exit', 'covid-19', 'pandemic', 'non-traditional', 'measures', 'historical', 'context']
69;['Binder, Carola Conces'];https://www.sciencedirect.com/science/article/pii/S016407042100077X;https://doi.org/10.1016/j.jmacro.2021.103378;Volume 71 ;March 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/71/suppl/C;2022;['time-of-day', 'day-of-week', 'variations', 'amazon', 'mechanical', 'turk', 'survey', 'responses']
70;['Elias, Christopher J.'];https://www.sciencedirect.com/science/article/pii/S0164070421000781;https://doi.org/10.1016/j.jmacro.2021.103379;Volume 71 ;March 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/71/suppl/C;2022;['adaptive', 'learning', 'heterogeneous', 'expectations', 'estimated', 'medium-scale', 'new', 'keynesian', 'model']
71;['Hunziker, Hans-Ueli', 'Raggi, Christian', 'Rosenblatt-Wisch, Rina', 'Zanetti, Attilio'];https://www.sciencedirect.com/science/article/pii/S0164070421000793;https://doi.org/10.1016/j.jmacro.2021.103380;Volume 71 ;March 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/71/suppl/C;2022;['impact', 'guidance', 'short-term', 'dynamics', 'individual', 'characteristics', 'firms', '’', 'long-term', 'inflation', 'expectations']
72;['He, Sicheng'];https://www.sciencedirect.com/science/article/pii/S0164070421000872;https://doi.org/10.1016/j.jmacro.2021.103388;Volume 71 ;March 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/71/suppl/C;2022;['growing', 'endogenous', 'innovation', 'cycles']
73;['Dai, Tiantian', 'Fan, Hua', 'Liu, Xiangbo', 'Ma, Chao'];https://www.sciencedirect.com/science/article/pii/S0164070421000860;https://doi.org/10.1016/j.jmacro.2021.103387;Volume 71 ;March 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/71/suppl/C;2022;['delayed', 'retirement', 'policy', 'unemployment', 'rates']
74;['Nakajima, Tomoyuki', 'Takahashi, Shuhei'];https://www.sciencedirect.com/science/article/pii/S0164070421000896;https://doi.org/10.1016/j.jmacro.2021.103391;Volume 71 ;March 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/71/suppl/C;2022;['uninsured', 'idiosyncratic', 'risk', 'government', 'asset', 'laffer', 'curve']
75;['Ahmed, M. Iqbal', 'Farah, Quazi Fidia'];https://www.sciencedirect.com/science/article/pii/S0164070421000884;https://doi.org/10.1016/j.jmacro.2021.103389;Volume 71 ;March 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/71/suppl/C;2022;['macroeconomic', 'effects', 'news', 'innovations', 'information', 'technology']
76;['Cohen, Gail', 'Jalles, Joao Tovar', 'Loungani, Prakash', 'Pizzuto, Pietro'];https://www.sciencedirect.com/science/article/pii/S0164070422000015;https://doi.org/10.1016/j.jmacro.2022.103397;Volume 71 ;March 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/71/suppl/C;2022;['trends', 'cycles', 'co2', 'emissions', 'incomes', 'cross-country', 'evidence', 'decoupling']
77;['Fegatelli, Paolo'];https://www.sciencedirect.com/science/article/pii/S0164070421000902;https://doi.org/10.1016/j.jmacro.2021.103392;Volume 71 ;March 2022;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/71/suppl/C;2022;['central', 'bank', 'digital', 'currency', 'heterogeneous', 'monetary', 'union', 'managing', 'effects', 'bank', 'lending', 'channel']
